Generator,Latitude,Longitude,PLEXOS Node,reV_Node,PCA,State,Region,PLEXOS Technology,ReEDS Technology,Capacity (MW),SummaryRegion,infrastructure
Green_Peter_1_WI,44.449699,-122.548101,40484_GREEN PT_WI,40484_GREEN PT,p5,OR,BPAT_WI,Hydro,Hydro_WI,22,Western Oregon,2036
Green_Peter_2_WI,44.449699,-122.548101,40484_GREEN PT_WI,40484_GREEN PT,p5,OR,BPAT_WI,Hydro,Hydro_WI,22,Western Oregon,2036
wind_TechBreak2036_40488_GRIZZ R3_WI,44.48235,-121.019484,40488_GRIZZ R3_WI,40488_GRIZZ R3,p5,OR,BPAT_WI,Wind,wind-ons,109.9,Eastern Oregon,2036
upv_TechBreak2036_40497_HAMPTON_WI,43.758241,-120.394211,40497_HAMPTON_WI,40497_HAMPTON,p5,OR,BPAT_WI,PV,pv,124.7,Eastern Oregon,2036
wind_TechBreak2036_40497_HAMPTON_WI,43.758241,-120.394211,40497_HAMPTON_WI,40497_HAMPTON,p5,OR,BPAT_WI,Wind,wind-ons,55.1,Eastern Oregon,2036
wind_TechBreak2036_40541_HOOD RVR_WI,45.68832,-121.525028,40541_HOOD RVR_WI,40541_HOOD RVR,p5,OR,BPAT_WI,Wind,wind-ons,196.6,Eastern Oregon,2036
wind_TechBreak2036_40621_LAGRANDE_WI,45.338537,-118.033036,40621_LAGRANDE_WI,40621_LAGRANDE,p5,OR,BPAT_WI,Wind,wind-ons,94.6,Eastern Oregon,2036
wind_TechBreak2036_40709_MAUPIN_WI,45.195638,-121.03477,40709_MAUPIN_WI,40709_MAUPIN,p5,OR,BPAT_WI,Wind,wind-ons,55,Eastern Oregon,2036
McNaryFishway_WI,45.924267,-119.313939,40717_MCNARY_WI,40717_MCNARY,p5,OR,BPAT_WI,Hydro,Hydro_WI,10,Eastern Oregon,2036
STANDBY_AGG._3_WI,45.328302,-122.776023,40827_PEARL_WI,40827_PEARL,p5,OR,TPWR_WI,Gas-CT,CT_WI,62.2,Western Oregon,2036
upv_TechBreak2036_40875_RDMND_E_WI,44.2695,-121.17391,40875_RDMND_E_WI,40875_RDMND_E,p5,OR,TPWR_WI,PV,pv,246.7,Eastern Oregon,2036
wind_TechBreak2036_40905_ROUNDUP_WI,45.638105,-118.74564,40905_ROUNDUP_WI,40905_ROUNDUP,p5,OR,BPAT_WI,Wind,wind-ons,54.4,Eastern Oregon,2036
wind_TechBreak2036_40989_SLATT_WI,45.702958,-120.154278,40989_SLATT_WI,40989_SLATT,p5,OR,BPAT_WI,Wind,wind-ons,325.4,Eastern Oregon,2036
wind_TechBreak2036_41077_TIMBER_WI,45.760472,-123.29478,41077_TIMBER_WI,41077_TIMBER,p5,OR,BPAT_WI,Wind,wind-ons,135.8,Western Oregon,2036
dpv_ALL_41081_TOLEDO_WI,44.621298,-123.923147,41081_TOLEDO_WI,41081_TOLEDO,p5,OR,BPAT_WI,dPV,dpv,317,Western Oregon,2036
wind_TechBreak2036_41141_WENDSON_WI,44.005032,-124.011835,41141_WENDSON_WI,41141_WENDSON,p5,OR,BPAT_WI,Wind,wind-ons,26.5,Western Oregon,2036
HillsCreek1_WI,43.7136,-122.42003,41213_HILLS CR_WI,41213_HILLS CR,p5,OR,BPAT_WI,Hydro,Hydro_WI,5,Western Oregon,2036
HillsCreek2_WI,43.7136,-122.42003,41213_HILLS CR_WI,41213_HILLS CR,p5,OR,BPAT_WI,Hydro,Hydro_WI,5,Western Oregon,2036
Big_Cliff_1_WI,44.750826,-122.281655,41303_BIG CLIF_WI,41303_BIG CLIF,p5,OR,BPAT_WI,Hydro,Hydro_WI,7,Western Oregon,2036
Cougar_1_WI,44.128858,-122.237196,41304_COUGAR T_WI,41304_COUGAR T,p5,OR,BPAT_WI,Hydro,Hydro_WI,0.01,Western Oregon,2036
Cougar_2_WI,44.128858,-122.237196,41304_COUGAR T_WI,41304_COUGAR T,p5,OR,BPAT_WI,Hydro,Hydro_WI,0.01,Western Oregon,2036
wind_TechBreak2036_41403_7MILE_WI,45.65496,-121.34721,41403_7MILE_WI,41403_7MILE,p5,OR,BPAT_WI,Wind,wind-ons,215.9,Eastern Oregon,2036
Beaver8_WI,46.160845,-123.143916,43018_BEAVER8_WI,43018_BEAVER8,p5,OR,PGE_WI,Gas-CT,CT_WI,24.5,Western Oregon,2036
CartyGenStaCC-Total_WI,45.6877,-119.99039,43044_BOARD CT_WI,43044_CARTYCT,p5,OR,PGE_WI,Gas-CC,CC_WI,440,Eastern Oregon,2036
wind_TechBreak2036_43049_GRASSLND_WI,45.693945,-119.807902,43049_GRASSLND_WI,43049_BOARD F,p5,OR,PGE_WI,Wind,wind-ons,179.3,Eastern Oregon,2036
wind_TechBreak2036_43055_BETHANY_WI,45.69,-122.95,43055_BETHANY_WI,43055_BETHANY,p5,OR,PGE_WI,Wind,wind-ons,121.1,Western Oregon,2036
CoyoteSprgCC1-Total_WI,45.847074,-119.673638,43111_COYO G1_WI,43111_COYO G1,p5,OR,PGE_WI,Gas-CC,CC_WI,266.4,Eastern Oregon,2036
dpv_ALL_43157_E SUBSTA_WI,45.541443,-122.69501,43157_E SUBSTA_WI,43157_E SUBSTA,p5,OR,PGE_WI,dPV,dpv,157.7,Western Oregon,2036
Faraday_1_WI,45.252214,-122.297211,43187_FARADAY_WI,43187_FARADAY,p5,OR,PGE_WI,Hydro,Hydro_WI,3.55,Western Oregon,2036
Faraday_2_WI,45.252214,-122.297211,43187_FARADAY_WI,43187_FARADAY,p5,OR,PGE_WI,Hydro,Hydro_WI,3.55,Western Oregon,2036
Faraday_3_WI,45.252214,-122.297211,43187_FARADAY_WI,43187_FARADAY,p5,OR,PGE_WI,Hydro,Hydro_WI,3.09,Western Oregon,2036
Faraday_4_WI,45.252214,-122.297211,43187_FARADAY_WI,43187_FARADAY,p5,OR,PGE_WI,Hydro,Hydro_WI,5.16,Western Oregon,2036
Faraday_5_WI,45.252214,-122.297211,43187_FARADAY_WI,43187_FARADAY,p5,OR,PGE_WI,Hydro,Hydro_WI,4.58,Western Oregon,2036
Faraday_6_WI,45.252214,-122.297211,43189_FARADAY_WI,43189_FARADAY,p5,OR,PGE_WI,Hydro,Hydro_WI,22.01,Western Oregon,2036
wind_TechBreak2036_43223_GRNDROND_WI,45.062697,-123.608797,43223_GRNDROND_WI,43223_GRNDROND,p5,OR,PGE_WI,Wind,wind-ons,95.6,Western Oregon,2036
NorthFork_OR1_WI,45.243603,-122.276378,43359_NORTH FK_WI,43359_NORTH FK,p5,OR,PGE_WI,Hydro,Hydro_WI,25.6,Western Oregon,2036
NorthFork_OR2_WI,45.243603,-122.276378,43359_NORTH FK_WI,43359_NORTH FK,p5,OR,PGE_WI,Hydro,Hydro_WI,28.8,Western Oregon,2036
Oak_Grove_1_WI,45.17946,-122.14141,43369_OAKGROVE_WI,43369_OAKGROVE,p5,OR,PGE_WI,Hydro,Hydro_WI,25.5,Western Oregon,2036
Oak_Grove_2_WI,45.17946,-122.14141,43369_OAKGROVE_WI,43369_OAKGROVE,p5,OR,PGE_WI,Hydro,Hydro_WI,25.5,Western Oregon,2036
wind_TechBreak2036_43372_LKHARIET_WI,45.074992,-121.968878,43372_LKHARIET_WI,43372_LKHARIET,p5,OR,PGE_WI,Wind,wind-ons,661.6,Western Oregon,2036
Stone_Creek_1_WI,45.106659,-121.816378,43375_STONE CR_WI,43375_STONE CR,p5,OR,BPAT_WI,Hydro,Hydro_WI,12,Western Oregon,2036
Pelton_1_WI,44.694479,-121.230917,43407_PELTON_WI,43407_PELTON,p5,OR,PGE_WI,Hydro,Hydro_WI,45.83,Eastern Oregon,2036
Pelton_2_WI,44.694479,-121.230917,43407_PELTON_WI,43407_PELTON,p5,OR,PGE_WI,Hydro,Hydro_WI,33,Eastern Oregon,2036
Pelton_3_WI,44.694479,-121.230917,43407_PELTON_WI,43407_PELTON,p5,OR,PGE_WI,Hydro,Hydro_WI,33,Eastern Oregon,2036
PHP1-1_WI,45.45,-122.29,43425_PTLBRUN1_WI,43425_PTLBRUN1,p5,OR,PGE_WI,Hydro,Hydro_WI,23.7,Western Oregon,2036
PHP_2_2_WI,45.45,-122.29,43429_PTLBRUN2_WI,43429_PTLBRUN2,p5,OR,PGE_WI,Hydro,Hydro_WI,11.8,Western Oregon,2036
River_Mill_1_WI,45.299436,-122.349155,43465_RIVRMILL_WI,43465_RIVRMILL,p5,OR,PGE_WI,Hydro,Hydro_WI,4.09,Western Oregon,2036
River_Mill_2_WI,45.299436,-122.349155,43465_RIVRMILL_WI,43465_RIVRMILL,p5,OR,PGE_WI,Hydro,Hydro_WI,4.09,Western Oregon,2036
River_Mill_3_WI,45.299436,-122.349155,43465_RIVRMILL_WI,43465_RIVRMILL,p5,OR,PGE_WI,Hydro,Hydro_WI,4.09,Western Oregon,2036
River_Mill_4_WI,45.299436,-122.349155,43465_RIVRMILL_WI,43465_RIVRMILL,p5,OR,PGE_WI,Hydro,Hydro_WI,4.83,Western Oregon,2036
River_Mill_5_WI,45.299436,-122.349155,43465_RIVRMILL_WI,43465_RIVRMILL,p5,OR,PGE_WI,Hydro,Hydro_WI,6.19,Western Oregon,2036
upv_TechBreak2036_43485_ROUND BU_WI,44.606049,-121.276312,43485_ROUND BU_WI,43485_ROUND BU,p5,OR,PGE_WI,PV,pv,135.8,Eastern Oregon,2036
wind_TechBreak2036_43485_ROUND BU_WI,44.606049,-121.276312,43485_ROUND BU_WI,43485_ROUND BU,p5,OR,PGE_WI,Wind,wind-ons,44.5,Eastern Oregon,2036
Round_Butte_1_WI,44.606049,-121.276312,43486_ROUND B1_WI,43486_ROUND B1,p5,OR,PGE_WI,Hydro,Hydro_WI,103.33,Eastern Oregon,2036
Round_Butte_2_WI,44.606049,-121.276312,43488_ROUND B2_WI,43488_ROUND B2,p5,OR,PGE_WI,Hydro,Hydro_WI,103.33,Eastern Oregon,2036
Round_Butte_3_WI,44.606049,-121.276312,43490_ROUND B3_WI,43490_ROUND B3,p5,OR,PGE_WI,Hydro,Hydro_WI,103.33,Eastern Oregon,2036
Sullivan_10_WI,45.354303,-122.620666,43557_SULIVAN_WI,43557_SULIVAN,p5,OR,PGE_WI,Hydro,Hydro_WI,1.2,Western Oregon,2036
Sullivan_11_WI,45.354303,-122.620666,43557_SULIVAN_WI,43557_SULIVAN,p5,OR,PGE_WI,Hydro,Hydro_WI,1.2,Western Oregon,2036
Sullivan_12_WI,45.354303,-122.620666,43557_SULIVAN_WI,43557_SULIVAN,p5,OR,PGE_WI,Hydro,Hydro_WI,1.2,Western Oregon,2036
Sullivan_13_WI,45.354303,-122.620666,43557_SULIVAN_WI,43557_SULIVAN,p5,OR,PGE_WI,Hydro,Hydro_WI,1.2,Western Oregon,2036
Sullivan_1_WI,45.354303,-122.620666,43557_SULIVAN_WI,43557_SULIVAN,p5,OR,PGE_WI,Hydro,Hydro_WI,1.2,Western Oregon,2036
Sullivan_2_WI,45.354303,-122.620666,43557_SULIVAN_WI,43557_SULIVAN,p5,OR,PGE_WI,Hydro,Hydro_WI,1.2,Western Oregon,2036
Sullivan_3_WI,45.354303,-122.620666,43557_SULIVAN_WI,43557_SULIVAN,p5,OR,PGE_WI,Hydro,Hydro_WI,1.2,Western Oregon,2036
Sullivan_4_WI,45.354303,-122.620666,43557_SULIVAN_WI,43557_SULIVAN,p5,OR,PGE_WI,Hydro,Hydro_WI,1.2,Western Oregon,2036
Sullivan_5_WI,45.354303,-122.620666,43557_SULIVAN_WI,43557_SULIVAN,p5,OR,PGE_WI,Hydro,Hydro_WI,1.2,Western Oregon,2036
Sullivan_6_WI,45.354303,-122.620666,43557_SULIVAN_WI,43557_SULIVAN,p5,OR,PGE_WI,Hydro,Hydro_WI,1.2,Western Oregon,2036
Sullivan_7_WI,45.354303,-122.620666,43557_SULIVAN_WI,43557_SULIVAN,p5,OR,PGE_WI,Hydro,Hydro_WI,1.2,Western Oregon,2036
Sullivan_8_WI,45.354303,-122.620666,43557_SULIVAN_WI,43557_SULIVAN,p5,OR,PGE_WI,Hydro,Hydro_WI,1.2,Western Oregon,2036
Sullivan_9_WI,45.354303,-122.620666,43557_SULIVAN_WI,43557_SULIVAN,p5,OR,PGE_WI,Hydro,Hydro_WI,1,Western Oregon,2036
dpv_ALL_43739_SUNSETPG_WI,45.551894,-122.916689,43739_SUNSETPG_WI,43739_SUNSETPG,p5,OR,PGE_WI,dPV,dpv,384,Western Oregon,2036
gas-ct_TechBreak2036_1_1227_43761_GLENCOE#_WI,45.519042,-122.611851,43761_GLENCOE#_WI,43761_GLENCOE#,p5,OR,PGE_WI,Gas-CT,gas-ct,279.2991,Western Oregon,2036
lfill-gas_TechBreak2036_1_1228_43761_GLENCOE#_WI,45.519042,-122.611851,43761_GLENCOE#_WI,43761_GLENCOE#,p5,OR,PGE_WI,Biopower,lfill-gas,27.7,Western Oregon,2036
Bonneville1_WI,45.644056,-121.939696,44001_BON 0102_WI,44001_BON 0102,p5,OR,BPAT_WI,Hydro,Hydro_WI,38.45,Western Oregon,2036
Bonneville2_WI,45.644056,-121.939696,44001_BON 0102_WI,44001_BON 0102,p5,OR,BPAT_WI,Hydro,Hydro_WI,48.26,Western Oregon,2036
Bonneville3_WI,45.644056,-121.939696,44002_BON 0304_WI,44002_BON 0304,p5,OR,BPAT_WI,Hydro,Hydro_WI,49.08,Western Oregon,2036
Bonneville4_WI,45.644056,-121.939696,44002_BON 0304_WI,44002_BON 0304,p5,OR,BPAT_WI,Hydro,Hydro_WI,49.08,Western Oregon,2036
Bonneville5_WI,45.644056,-121.939696,44003_BON 0506_WI,44003_BON 0506,p5,OR,BPAT_WI,Hydro,Hydro_WI,49.08,Western Oregon,2036
Bonneville6_WI,45.644056,-121.939696,44003_BON 0506_WI,44003_BON 0506,p5,OR,BPAT_WI,Hydro,Hydro_WI,49.08,Western Oregon,2036
Bonneville7_WI,45.644056,-121.939696,44004_BON 0708_WI,44004_BON 0708,p5,OR,BPAT_WI,Hydro,Hydro_WI,49.08,Western Oregon,2036
Bonneville8_WI,45.644056,-121.939696,44004_BON 0708_WI,44004_BON 0708,p5,OR,BPAT_WI,Hydro,Hydro_WI,49.08,Western Oregon,2036
Bonneville10_WI,45.644056,-121.939696,44005_BON 0910_WI,44005_BON 0910,p5,OR,BPAT_WI,Hydro,Hydro_WI,49.08,Western Oregon,2036
Bonneville9_WI,45.644056,-121.939696,44005_BON 0910_WI,44005_BON 0910,p5,OR,BPAT_WI,Hydro,Hydro_WI,49.08,Western Oregon,2036
Bonneville11_WI,45.644056,-121.939696,44006_BON 1112_WI,44006_BON 1112,p5,OR,BPAT_WI,Hydro,Hydro_WI,62.58,Western Oregon,2036
Bonneville12_WI,45.644056,-121.939696,44006_BON 1112_WI,44006_BON 1112,p5,OR,BPAT_WI,Hydro,Hydro_WI,62.58,Western Oregon,2036
Bonneville13_WI,45.644056,-121.939696,44007_BON 1314_WI,44007_BON 1314,p5,OR,BPAT_WI,Hydro,Hydro_WI,62.58,Western Oregon,2036
Bonneville14_WI,45.644056,-121.939696,44007_BON 1314_WI,44007_BON 1314,p5,OR,BPAT_WI,Hydro,Hydro_WI,62.58,Western Oregon,2036
BonnevilleF1_WI,45.644056,-121.939696,44007_BON 1314_WI,44007_BON 1314,p5,OR,BPAT_WI,Hydro,Hydro_WI,10.72,Western Oregon,2036
Bonneville15_WI,45.644056,-121.939696,44008_BON 1516_WI,44008_BON 1516,p5,OR,BPAT_WI,Hydro,Hydro_WI,62.58,Western Oregon,2036
Bonneville16_WI,45.644056,-121.939696,44008_BON 1516_WI,44008_BON 1516,p5,OR,BPAT_WI,Hydro,Hydro_WI,62.58,Western Oregon,2036
Bonneville17_WI,45.644056,-121.939696,44009_BON 1718_WI,44009_BON 1718,p5,OR,BPAT_WI,Hydro,Hydro_WI,62.58,Western Oregon,2036
Bonneville18_WI,45.644056,-121.939696,44009_BON 1718_WI,44009_BON 1718,p5,OR,BPAT_WI,Hydro,Hydro_WI,62.58,Western Oregon,2036
BonnevilleF2_WI,45.644056,-121.939696,44009_BON 1718_WI,44009_BON 1718,p5,OR,BPAT_WI,Hydro,Hydro_WI,10.72,Western Oregon,2036
Foster_1_WI,44.411702,-122.67173,44031_FOS 01_WI,44031_FOS 01,p5,OR,BPAT_WI,Hydro,Hydro_WI,3,Western Oregon,2036
Foster_2_WI,44.411702,-122.67173,44032_FOS 02_WI,44032_FOS 02,p5,OR,BPAT_WI,Hydro,Hydro_WI,3,Western Oregon,2036
The_Dalles_1_WI,45.616957,-121.119791,44041_TDA 0102_WI,44041_TDA 0102,p5,OR,BPAT_WI,Hydro,Hydro_WI,74.41,Eastern Oregon,2036
The_Dalles_2_WI,45.616957,-121.119791,44041_TDA 0102_WI,44041_TDA 0102,p5,OR,BPAT_WI,Hydro,Hydro_WI,74.41,Eastern Oregon,2036
The_Dalles_3_WI,45.616957,-121.119791,44042_TDA 0304_WI,44042_TDA 0304,p5,OR,BPAT_WI,Hydro,Hydro_WI,74.41,Eastern Oregon,2036
The_Dalles_4_WI,45.616957,-121.119791,44042_TDA 0304_WI,44042_TDA 0304,p5,OR,BPAT_WI,Hydro,Hydro_WI,74.41,Eastern Oregon,2036
The_Dalles_5_WI,45.616957,-121.119791,44043_TDA 0506_WI,44043_TDA 0506,p5,OR,BPAT_WI,Hydro,Hydro_WI,85.57,Eastern Oregon,2036
The_Dalles_6_WI,45.616957,-121.119791,44043_TDA 0506_WI,44043_TDA 0506,p5,OR,BPAT_WI,Hydro,Hydro_WI,74.41,Eastern Oregon,2036
The_Dalles_7_WI,45.616957,-121.119791,44044_TDA 0708_WI,44044_TDA 0708,p5,OR,BPAT_WI,Hydro,Hydro_WI,74.41,Eastern Oregon,2036
The_Dalles_8_WI,45.616957,-121.119791,44044_TDA 0708_WI,44044_TDA 0708,p5,OR,BPAT_WI,Hydro,Hydro_WI,74.41,Eastern Oregon,2036
The_Dalles_10_WI,45.616957,-121.119791,44045_TDA 0910_WI,44045_TDA 0910,p5,OR,BPAT_WI,Hydro,Hydro_WI,74.41,Eastern Oregon,2036
The_Dalles_9_WI,45.616957,-121.119791,44045_TDA 0910_WI,44045_TDA 0910,p5,OR,BPAT_WI,Hydro,Hydro_WI,74.41,Eastern Oregon,2036
The_Dalles_11_WI,45.616957,-121.119791,44046_TDA 1112_WI,44046_TDA 1112,p5,OR,BPAT_WI,Hydro,Hydro_WI,74.41,Eastern Oregon,2036
The_Dalles_12_WI,45.616957,-121.119791,44046_TDA 1112_WI,44046_TDA 1112,p5,OR,BPAT_WI,Hydro,Hydro_WI,74.41,Eastern Oregon,2036
The_Dalles_13_WI,45.616957,-121.119791,44047_TDA 1314_WI,44047_TDA 1314,p5,OR,BPAT_WI,Hydro,Hydro_WI,74.41,Eastern Oregon,2036
The_Dalles_14_WI,45.616957,-121.119791,44047_TDA 1314_WI,44047_TDA 1314,p5,OR,BPAT_WI,Hydro,Hydro_WI,74.41,Eastern Oregon,2036
The_Dalles_15_WI,45.616957,-121.119791,44048_TDA 1516_WI,44048_TDA 1516,p5,OR,BPAT_WI,Hydro,Hydro_WI,82.04,Eastern Oregon,2036
The_Dalles_16_WI,45.616957,-121.119791,44048_TDA 1516_WI,44048_TDA 1516,p5,OR,BPAT_WI,Hydro,Hydro_WI,82.04,Eastern Oregon,2036
The_Dalles_17_WI,45.616957,-121.119791,44049_TDA 1718_WI,44049_TDA 1718,p5,OR,BPAT_WI,Hydro,Hydro_WI,82.04,Eastern Oregon,2036
The_Dalles_18_WI,45.616957,-121.119791,44049_TDA 1718_WI,44049_TDA 1718,p5,OR,BPAT_WI,Hydro,Hydro_WI,82.04,Eastern Oregon,2036
The_Dalles_19_WI,45.616957,-121.119791,44050_TDA 1920_WI,44050_TDA 1920,p5,OR,BPAT_WI,Hydro,Hydro_WI,82.04,Eastern Oregon,2036
The_Dalles_20_WI,45.616957,-121.119791,44050_TDA 1920_WI,44050_TDA 1920,p5,OR,BPAT_WI,Hydro,Hydro_WI,82.04,Eastern Oregon,2036
The_Dalles_21_WI,45.616957,-121.119791,44051_TDA 2122_WI,44051_TDA 2122,p5,OR,BPAT_WI,Hydro,Hydro_WI,82.04,Eastern Oregon,2036
The_Dalles_22_WI,45.616957,-121.119791,44051_TDA 2122_WI,44051_TDA 2122,p5,OR,BPAT_WI,Hydro,Hydro_WI,82.04,Eastern Oregon,2036
The_Dalles_F1_WI,45.616957,-121.119791,44052_TDA F1F2_WI,44052_TDA F1F2,p5,OR,BPAT_WI,Hydro,Hydro_WI,13.36,Eastern Oregon,2036
The_Dalles_F2_WI,45.616957,-121.119791,44052_TDA F1F2_WI,44052_TDA F1F2,p5,OR,BPAT_WI,Hydro,Hydro_WI,13.36,Eastern Oregon,2036
wind_TechBreak2036_44060_TDA PH6_WI,45.616957,-121.119791,44060_TDA PH6_WI,44060_TDA PH6,p5,OR,BPAT_WI,Wind,wind-ons,161.1,Eastern Oregon,2036
JohnDay01_WI,45.713936,-120.692286,44071_JDA 0102_WI,44071_JDA 0102,p5,OR,BPAT_WI,Hydro,Hydro_WI,127.47,Eastern Oregon,2036
JohnDay02_WI,45.713936,-120.692286,44071_JDA 0102_WI,44071_JDA 0102,p5,OR,BPAT_WI,Hydro,Hydro_WI,127.47,Eastern Oregon,2036
JohnDay03_WI,45.713936,-120.692286,44072_JDA 0304_WI,44072_JDA 0304,p5,OR,BPAT_WI,Hydro,Hydro_WI,127.47,Eastern Oregon,2036
JohnDay04_WI,45.713936,-120.692286,44072_JDA 0304_WI,44072_JDA 0304,p5,OR,BPAT_WI,Hydro,Hydro_WI,127.47,Eastern Oregon,2036
JohnDay05_WI,45.713936,-120.692286,44073_JDA 0506_WI,44073_JDA 0506,p5,OR,BPAT_WI,Hydro,Hydro_WI,127.47,Eastern Oregon,2036
JohnDay06_WI,45.713936,-120.692286,44073_JDA 0506_WI,44073_JDA 0506,p5,OR,BPAT_WI,Hydro,Hydro_WI,127.47,Eastern Oregon,2036
JohnDay07_WI,45.713936,-120.692286,44074_JDA 0708_WI,44074_JDA 0708,p5,OR,BPAT_WI,Hydro,Hydro_WI,127.47,Eastern Oregon,2036
JohnDay08_WI,45.713936,-120.692286,44074_JDA 0708_WI,44074_JDA 0708,p5,OR,BPAT_WI,Hydro,Hydro_WI,127.47,Eastern Oregon,2036
JohnDay09_WI,45.713936,-120.692286,44075_JDA 0910_WI,44075_JDA 0910,p5,OR,BPAT_WI,Hydro,Hydro_WI,127.47,Eastern Oregon,2036
JohnDay10_WI,45.713936,-120.692286,44075_JDA 0910_WI,44075_JDA 0910,p5,OR,BPAT_WI,Hydro,Hydro_WI,127.47,Eastern Oregon,2036
JohnDay11_WI,45.713936,-120.692286,44076_JDA 1112_WI,44076_JDA 1112,p5,OR,BPAT_WI,Hydro,Hydro_WI,127.47,Eastern Oregon,2036
JohnDay12_WI,45.713936,-120.692286,44076_JDA 1112_WI,44076_JDA 1112,p5,OR,BPAT_WI,Hydro,Hydro_WI,127.47,Eastern Oregon,2036
JohnDay13_WI,45.713936,-120.692286,44077_JDA 1314_WI,44077_JDA 1314,p5,OR,BPAT_WI,Hydro,Hydro_WI,127.47,Eastern Oregon,2036
JohnDay14_WI,45.713936,-120.692286,44077_JDA 1314_WI,44077_JDA 1314,p5,OR,BPAT_WI,Hydro,Hydro_WI,127.47,Eastern Oregon,2036
JohnDay15_WI,45.713936,-120.692286,44078_JDA 1516_WI,44078_JDA 1516,p5,OR,BPAT_WI,Hydro,Hydro_WI,127.47,Eastern Oregon,2036
JohnDay16_WI,45.713936,-120.692286,44078_JDA 1516_WI,44078_JDA 1516,p5,OR,BPAT_WI,Hydro,Hydro_WI,127.47,Eastern Oregon,2036
wind_TechBreak2036_44089_JDA PH4_WI,45.713936,-120.692286,44089_JDA PH4_WI,44089_JDA PH4,p5,OR,BPAT_WI,Wind,wind-ons,53,Eastern Oregon,2036
McNary01_WI,45.924267,-119.313939,44101_MCN 01_WI,44101_MCN 01,p5,OR,BPAT_WI,Hydro,Hydro_WI,67.89,Eastern Oregon,2036
McNary02_WI,45.924267,-119.313939,44102_MCN 02_WI,44102_MCN 02,p5,OR,BPAT_WI,Hydro,Hydro_WI,67.89,Eastern Oregon,2036
McNary03_WI,45.924267,-119.313939,44103_MCN 03_WI,44103_MCN 03,p5,OR,BPAT_WI,Hydro,Hydro_WI,67.89,Eastern Oregon,2036
McNary04_WI,45.924267,-119.313939,44104_MCN 04_WI,44104_MCN 04,p5,OR,BPAT_WI,Hydro,Hydro_WI,67.89,Eastern Oregon,2036
McNary05_WI,45.924267,-119.313939,44105_MCN 05_WI,44105_MCN 05,p5,OR,BPAT_WI,Hydro,Hydro_WI,67.89,Eastern Oregon,2036
McNary06_WI,45.924267,-119.313939,44106_MCN 06_WI,44106_MCN 06,p5,OR,BPAT_WI,Hydro,Hydro_WI,67.89,Eastern Oregon,2036
McNary07_WI,45.924267,-119.313939,44107_MCN 07_WI,44107_MCN 07,p5,OR,BPAT_WI,Hydro,Hydro_WI,67.89,Eastern Oregon,2036
McNary08_WI,45.924267,-119.313939,44108_MCN 08_WI,44108_MCN 08,p5,OR,BPAT_WI,Hydro,Hydro_WI,67.89,Eastern Oregon,2036
McNary09_WI,45.924267,-119.313939,44109_MCN 09_WI,44109_MCN 09,p5,OR,BPAT_WI,Hydro,Hydro_WI,67.89,Eastern Oregon,2036
McNary10_WI,45.924267,-119.313939,44110_MCN 10_WI,44110_MCN 10,p5,OR,BPAT_WI,Hydro,Hydro_WI,67.89,Eastern Oregon,2036
McNary11_WI,45.924267,-119.313939,44111_MCN 11_WI,44111_MCN 11,p5,OR,BPAT_WI,Hydro,Hydro_WI,67.89,Eastern Oregon,2036
McNary12_WI,45.924267,-119.313939,44112_MCN 12_WI,44112_MCN 12,p5,OR,BPAT_WI,Hydro,Hydro_WI,67.89,Eastern Oregon,2036
McNary13_WI,45.924267,-119.313939,44113_MCN 13_WI,44113_MCN 13,p5,OR,BPAT_WI,Hydro,Hydro_WI,67.89,Eastern Oregon,2036
McNary14_WI,45.924267,-119.313939,44114_MCN 14_WI,44114_MCN 14,p5,OR,BPAT_WI,Hydro,Hydro_WI,78.07,Eastern Oregon,2036
Lookout_Point_1_WI,43.914868,-122.752481,44271_LOP 01_WI,44271_LOP 01,p5,OR,BPAT_WI,Hydro,Hydro_WI,23,Western Oregon,2036
Lookout_Point_2_WI,43.914868,-122.752481,44272_LOP 02_WI,44272_LOP 02,p5,OR,BPAT_WI,Hydro,Hydro_WI,23,Western Oregon,2036
Lookout_Point_3_WI,43.914868,-122.752481,44273_LOP 03_WI,44273_LOP 03,p5,OR,BPAT_WI,Hydro,Hydro_WI,23,Western Oregon,2036
wind_TechBreak2036_45021_BOYER_WI,45.075346,-123.719316,45021_BOYER_WI,45021_BOYER,p5,OR,PACW_WI,Wind,wind-ons,46.9,Western Oregon,2036
Bend1_WI,44.06555,-121.315269,45022_BEND GEN_WI,45022_BEND GEN,p5,OR,PACW_WI,Hydro,Hydro_WI,0.2,Eastern Oregon,2036
Bend2_WI,44.06555,-121.315269,45022_BEND GEN_WI,45022_BEND GEN,p5,OR,PACW_WI,Hydro,Hydro_WI,0.35,Eastern Oregon,2036
Bend3_WI,44.06555,-121.315269,45022_BEND GEN_WI,45022_BEND GEN,p5,OR,PACW_WI,Hydro,Hydro_WI,0.56,Eastern Oregon,2036
wind_TechBreak2036_45033_CANNON B_WI,45.880353,-123.940491,45033_CANNON B_WI,45033_CANNON B,p5,OR,PACW_WI,Wind,wind-ons,43.3,Western Oregon,2036
Siphon1_WI,44.02,-121.21,45122_COID TAP_WI,45122_COID,p5,OR,PACW_WI,Hydro,Hydro_WI,2.7,Eastern Oregon,2036
